"Station_ID","Tide_Amp (ft)","calendar_year","min_date","max_date","90th%Upper_water_level (ft NAVD88)","10%thLower_water_level (ft NAVD88)","avg_water_level (ft NAVD88)","avg_flooding (ft)","90%thUpper_flooding (ft)","10%thLower_flooding (ft)","GEOID","std_deviation_water_level(ft NAVD88)","std_deviation_avg_flooding (ft)",
"CRMS0224-H01","0.3711454","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","1.06","0.04","0.52","-0.15","0.386","-0.631","GEOID12A  ","0.41","0.41",
"CRMS0224-H01","0.4051844","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.21","0.06","0.62","-0.05","0.535","-0.612","GEOID12A  ","0.46","0.46",
"CRMS0224-H01","0.4278677","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.34","0.13","0.73","0.06","0.666","-0.54","GEOID12A  ","0.48","0.48",
"CRMS0224-H01","0.4255845","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.37","0.16","0.75","0.08","0.697","-0.514","GEOID12A  ","0.47","0.47",
"CRMS0224-H01","0.5128416","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.52","0.19","0.86","0.19","0.848","-0.48","GEOID12A  ","0.53","0.53",
"CRMS0224-H01","0.5292087","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.6","0.19","0.88","0.21","0.92","-0.48","GEOID12A  ","0.58","0.58",
"CRMS0224-H01","0.5022666","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.56","0.17","0.85","0.18","0.89","-0.5","GEOID12A  ","0.61","0.61",
"CRMS0225-H01","0.2969303","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.94","0.5","1.27","0.34","1.01","-0.43","GEOID99   ","0.66","0.66",
"CRMS0225-H01","0.3342625","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.96","0.61","1.3","0.37","1.02","-0.32","GEOID99   ","0.53","0.53",
"CRMS0225-H01","0.3424734","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.92","0.32","1.17","0.23","0.99","-0.62","GEOID99   ","0.62","0.62",
"CRMS0225-H01","0.3265119","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.69","0.45","1.13","0.2","0.75","-0.49","GEOID99   ","0.54","0.54",
"CRMS0225-H01","0.3376204","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.83","0.68","1.29","0.36","0.89","-0.25","GEOID99   ","0.46","0.46",
"CRMS0225-H01","0.3201792","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.87","0.31","1.15","0.29","0.95","-0.47","GEOID99   ","0.6","0.54",
"CRMS0225-H01","0.3201792","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.87","0.31","1.15","0.29","0.95","-0.47","GEOID12A  ","0.6","0.54",
"CRMS0225-H01","0.2980538","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","1.1","-0.2","0.46","-0.18","0.46","-0.84","GEOID12A  ","0.49","0.49",
"CRMS0225-H01","0.3496783","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.27","-0.04","0.62","-0.02","0.631","-0.677","GEOID12A  ","0.53","0.53",
"CRMS0225-H01","0.3398689","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.42","0.13","0.78","0.14","0.779","-0.507","GEOID12A  ","0.5","0.5",
"CRMS0225-H01","0.3342375","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.34","-0.01","0.72","0.08","0.704","-0.646","GEOID12A  ","0.55","0.55",
"CRMS0225-H01","0.3461935","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.33","0.02","0.7","0.06","0.688","-0.618","GEOID12A  ","0.51","0.51",
"CRMS0225-H01","0.3681138","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.6","0.22","0.94","0.3","0.955","-0.423","GEOID12A  ","0.56","0.56",
"CRMS0225-H01","0.3849162","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.62","0.2","0.95","0.3","0.98","-0.44","GEOID12A  ","0.59","0.59",
"CRMS0225-H01","0.3975189","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.59","0.05","0.85","0.21","0.95","-0.59","GEOID12A  ","0.58","0.58",
"CRMS0226-H01","0.6110777","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.66","0.18","0.94","-0.53","0.2","-1.29","GEOID99   ","0.58","0.58",
"CRMS0226-H01","0.6016842","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.9","0.37","1.2","-0.27","0.44","-1.1","GEOID99   ","0.7","0.7",
"CRMS0226-H01","0.5823294","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.86","0.16","1.07","-0.4","0.4","-1.3","GEOID99   ","0.65","0.65",
"CRMS0226-H01","0.5564813","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.79","0.48","1.18","-0.29","0.32","-0.99","GEOID99   ","0.53","0.53",
"CRMS0226-H01","0.5367701","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.74","0.06","0.95","-0.36","0.34","-1.14","GEOID99   ","0.65","0.56",
"CRMS0226-H01","0.5367701","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.74","0.06","0.95","-0.36","0.34","-1.14","GEOID12A  ","0.65","0.56",
"CRMS0226-H01","0.5045809","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.98","-0.48","0.29","-0.47","0.225","-1.233","GEOID12A  ","0.57","0.57",
"CRMS0226-H01","0.5308631","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.1","-0.3","0.43","-0.33","0.349","-1.056","GEOID12A  ","0.58","0.58",
"CRMS0226-H01","0.513806","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.33","-0.07","0.65","-0.1","0.575","-0.824","GEOID12A  ","0.55","0.55",
"CRMS0226-H01","0.5344315","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.22","-0.26","0.52","-0.23","0.47","-1.018","GEOID12A  ","0.6","0.6",
"CRMS0226-H01","0.5330889","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.23","-0.25","0.52","-0.24","0.478","-1.002","GEOID12A  ","0.61","0.61",
"CRMS0226-H01","0.5656168","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.44","-0.08","0.72","-0.03","0.688","-0.832","GEOID12A  ","0.62","0.61",
"CRMS0226-H01","0.5702481","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.46","-0.08","0.73","-0.02","0.709","-0.84","GEOID12A  ","0.64","0.64",
"CRMS0226-H01","0.5841415","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.41","-0.17","0.66","-0.09","0.653","-0.921","GEOID12A  ","0.65","0.65",
"CRMS0232-H01","0.5417399","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.62","0.17","0.91","-0.04","0.67","-0.78","GEOID99   ","0.55","0.55",
"CRMS0232-H01","0.5575923","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.73","0.2","1","0.05","0.78","-0.74","GEOID99   ","0.7","0.7",
"CRMS0232-H01","0.5413054","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.78","0.33","1.07","0.12","0.84","-0.62","GEOID99   ","0.58","0.58",
"CRMS0232-H01","0.5110238","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.75","0.08","0.96","0.01","0.8","-0.86","GEOID99   ","0.63","0.63",
"CRMS0232-H01","0.4919048","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.5","0.14","0.86","-0.08","0.55","-0.8","GEOID99   ","0.58","0.58",
"CRMS0232-H01","0.5132256","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.66","0.4","1.07","0.12","0.72","-0.54","GEOID99   ","0.51","0.51",
"CRMS0232-H01","0.4766583","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.7","0.09","0.93","0.07","0.785","-0.69","GEOID12A  ","0.62","0.56",
"CRMS0232-H01","0.4766583","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.7","0.09","0.93","0.07","0.785","-0.69","GEOID99   ","0.62","0.56",
"CRMS0232-H01","0.4624899","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.98","-0.38","0.32","-0.26","0.395","-0.962","GEOID12A  ","0.53","0.53",
"CRMS0232-H01","0.4733669","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.17","-0.21","0.5","-0.09","0.584","-0.797","GEOID12A  ","0.56","0.56",
"CRMS0232-H01","0.4565","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.42","0.04","0.75","0.16","0.833","-0.543","GEOID12A  ","0.53","0.53",
"CRMS0232-H01","0.4726432","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.34","-0.02","0.7","0.11","0.751","-0.606","GEOID12A  ","0.56","0.56",
"CRMS0232-H01","0.4711685","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.31","-0.16","0.59","0","0.721","-0.743","GEOID12A  ","0.58","0.58",
"CRMS0232-H01","0.4973284","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.45","0.04","0.76","0.18","0.868","-0.541","GEOID12A  ","0.58","0.58",
"CRMS0232-H01","0.5269669","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.57","0.05","0.83","0.25","0.987","-0.53","GEOID12A  ","0.64","0.64",
"CRMS0232-H01","0.5479858","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.45","-0.07","0.71","0.12","0.86","-0.66","GEOID12A  ","0.58","0.58",
"CRMS0234-H01","0.002072089","2008","1/17/2008 10:00:00 AM","12/31/2008 11:00:00 PM","2.03","1.42","1.72","1.69","2","1.39","GEOID99   ","0.35","0.35",
"CRMS0234-H01","0.002060767","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.02","1.29","1.65","1.62","1.99","1.27","GEOID99   ","0.29","0.29",
"CRMS0234-H01","0.001758114","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","2.08","1.47","1.8","1.77","2.05","1.45","GEOID99   ","0.23","0.23",
"CRMS0234-H01","0.01020455","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.98","1.27","1.63","1.61","1.95","1.24","GEOID99   ","0.35","0.35",
"CRMS0234-H01","0.001548071","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.99","1.33","1.72","1.73","1.97","1.457","GEOID99   ","0.25","0.2",
"CRMS0234-H01","0.001548071","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.99","1.33","1.72","1.73","1.97","1.457","GEOID12A  ","0.25","0.2",
"CRMS0234-H01","0.001439741","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","1.58","1.01","1.36","1.49","1.707","1.141","GEOID12A  ","0.2","0.2",
"CRMS0234-H01","0.001328244","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.69","1.12","1.38","1.51","1.815","1.242","GEOID12A  ","0.22","0.22",
"CRMS0234-H01","0.001078226","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.76","1.3","1.55","1.68","1.884","1.431","GEOID12A  ","0.18","0.18",
"CRMS0234-H01","0.001837115","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.83","1.4","1.61","1.74","1.958","1.526","GEOID12A  ","0.2","0.2",
"CRMS0234-H01","0.001571738","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.9","1.47","1.68","1.8","2.026","1.599","GEOID12A  ","0.2","0.2",
"CRMS0234-H01","0.0113098","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.95","1.44","1.72","1.85","2.072","1.57","GEOID12A  ","0.21","0.21",
"CRMS0234-H01","0.002003801","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.87","1.3","1.66","1.79","1.994","1.431","GEOID12A  ","0.22","0.22",
"CRMS0234-H01","0.008595875","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","2.11","1.36","1.77","1.89","2.234","1.49","GEOID12A  ","0.36","0.36",
"CRMS0237-H01","0.7587974","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.97","0.29","1.15","0.04","0.85","-0.82","GEOID99   ","0.65","0.65",
"CRMS0237-H01","0.6447526","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.84","0.11","1.01","-0.1","0.73","-1","GEOID99   ","0.65","0.65",
"CRMS0237-H01","0.5967423","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.64","0.23","0.98","-0.13","0.53","-0.89","GEOID99   ","0.59","0.59",
"CRMS0237-H01","0.6428746","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.81","0.43","1.16","0.05","0.7","-0.68","GEOID99   ","0.56","0.56",
"CRMS0237-H01","0.6056939","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.81","0.14","1","-0.01","0.73","-0.79","GEOID99   ","0.63","0.58",
"CRMS0237-H01","0.6056939","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.81","0.14","1","-0.01","0.73","-0.79","GEOID12A  ","0.63","0.58",
"CRMS0237-H02","0.5543523","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.11","-0.27","0.43","-0.25","0.426","-0.954","GEOID12A  ","0.54","0.54",
"CRMS0237-H02","0.5961288","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.35","-0.12","0.63","-0.05","0.672","-0.796","GEOID12A  ","0.55","0.55",
"CRMS0237-H02","0.5773096","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.25","-0.23","0.54","-0.14","0.574","-0.907","GEOID12A  ","0.58","0.58",
"CRMS0237-H02","0.5417557","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.22","-0.22","0.52","-0.16","0.542","-0.904","GEOID12A  ","0.56","0.56",
"CRMS0237-H02","0.618181","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.51","-0.05","0.76","0.08","0.826","-0.726","GEOID12A  ","0.6","0.6",
"CRMS0237-H02","0.6450462","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.56","-0.05","0.78","0.1","0.88","-0.73","GEOID12A  ","0.65","0.64",
"CRMS0241-W01","0.0009271974","2008","3/12/2008 2:00:00 PM","12/31/2008 11:00:00 PM","2.48","1.97","2.23","1.26","1.51","1.001","GEOID99   ","0.25","0.25",
"CRMS0241-W01","0.002628827","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.43","1.7","2.05","1.08","1.46","0.74","GEOID99   ","0.29","0.29",
"CRMS0241-W01","0.001344617","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","2.39","1.73","2.03","1.07","1.42","0.76","GEOID99   ","0.28","0.28",
"CRMS0241-W01","0.003410642","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","2.2","1.01","1.77","0.8","1.23","0.04","GEOID99   ","0.46","0.46",
"CRMS0241-W01","0.002714351","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","2.6","1.79","2.14","1.17","1.63","0.82","GEOID99   ","0.33","0.33",
"CRMS0241-W01","0.001005238","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","2.42","1.49","2","1.26","1.545","0.93","GEOID99   ","0.35","0.24",
"CRMS0241-W01","0.001005238","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","2.42","1.49","2","1.26","1.545","0.93","GEOID12A  ","0.35","0.24",
"CRMS0241-W01","0.02417722","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","1.83","1.25","1.61","1.57","1.795","1.211","GEOID12A  ","0.24","0.24",
"CRMS0241-W01","0.001333847","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","2.01","1.3","1.64","1.6","1.975","1.262","GEOID12A  ","0.28","0.28",
"CRMS0241-W01","0.003027994","2016","1/1/2016 12:00:00 AM","9/20/2016 9:00:00 AM","2.06","1.57","1.83","1.79","2.021","1.533","GEOID12A  ","0.21","0.21",
"CRMS0248-H01","0.2143972","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.88","0.55","1.23","0.06","0.71","-0.62","GEOID99   ","0.52","0.52",
"CRMS0248-H01","0.2353408","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.87","0.3","1.13","-0.04","0.7","-0.87","GEOID99   ","0.6","0.6",
"CRMS0248-H01","0.2220835","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.59","0.43","1.07","-0.1","0.42","-0.74","GEOID99   ","0.52","0.52",
"CRMS0248-H01","0.227593","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.75","0.66","1.24","0.07","0.58","-0.52","GEOID99   ","0.53","0.53",
"CRMS0248-H01","0.20844","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.76","0.18","1.06","-0.01","0.61","-0.78","GEOID12A  ","0.6","0.52",
"CRMS0248-H01","0.20844","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.76","0.18","1.06","-0.01","0.61","-0.78","GEOID99   ","0.6","0.52",
"CRMS0248-H01","0.2029275","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.97","-0.25","0.37","-0.4","0.203","-1.017","GEOID12A  ","0.46","0.46",
"CRMS0248-H01","0.1576432","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.17","-0.14","0.55","-0.22","0.403","-0.902","GEOID12A  ","0.5","0.5",
"CRMS0248-H01","0.1653899","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.44","0.25","0.85","0.07","0.672","-0.521","GEOID12A  ","0.46","0.46",
"CRMS0248-H01","0.1813688","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.28","0","0.68","-0.1","0.511","-0.774","GEOID12A  ","0.5","0.51",
"CRMS0248-H01","0.1982499","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.29","-0.02","0.63","-0.14","0.525","-0.784","GEOID12A  ","0.53","0.53",
"CRMS0248-H01","0.2081376","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.5","0.2","0.86","0.09","0.733","-0.563","GEOID12A  ","0.52","0.52",
"CRMS0248-H01","0.2210038","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.5","0.17","0.88","0.11","0.735","-0.601","GEOID12A  ","0.55","0.55",
"CRMS0251-H01","0.3945005","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.65","0.41","1.02","0.12","0.74","-0.49","GEOID99   ","0.46","0.46",
"CRMS0251-H01","0.4323629","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.81","0.44","1.14","0.23","0.9","-0.47","GEOID99   ","0.67","0.67",
"CRMS0251-H01","0.4380597","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.78","0.5","1.14","0.23","0.88","-0.41","GEOID99   ","0.5","0.5",
"CRMS0251-H01","0.3754448","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.8","0.32","1.08","0.17","0.9","-0.59","GEOID99   ","0.56","0.56",
"CRMS0251-H01","0.3921614","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.55","0.34","0.99","0.08","0.64","-0.57","GEOID99   ","0.5","0.5",
"CRMS0251-H01","0.4329605","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.68","0.54","1.14","0.23","0.78","-0.36","GEOID99   ","0.47","0.47",
"CRMS0251-H01","0.388672","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","1.04","-0.17","0.44","0.05","0.646","-0.564","GEOID12A  ","0.47","0.47",
"CRMS0251-H01","0.3908496","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.23","-0.08","0.59","0.19","0.834","-0.477","GEOID12A  ","0.52","0.52",
"CRMS0251-H01","0.4139814","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.46","0.12","0.81","0.42","1.068","-0.271","GEOID12A  ","0.51","0.51",
"CRMS0251-H01","0.4215381","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.35","-0.03","0.7","0.31","0.958","-0.427","GEOID12A  ","0.56","0.56",
"CRMS0251-H01","0.4260764","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.37","-0.01","0.69","0.3","0.973","-0.407","GEOID12A  ","0.54","0.54",
"CRMS0251-H01","0.4554417","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.5","0.11","0.83","0.44","1.101","-0.28","GEOID12A  ","0.56","0.56",
"CRMS0251-H01","0.4591471","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.63","0.21","0.93","0.54","1.236","-0.187","GEOID12A  ","0.6","0.6",
"CRMS0251-H01","0.4812957","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.57","0.24","0.91","0.52","1.18","-0.16","GEOID12A  ","0.55","0.55",
"CRMS0253-H01","0.3311662","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.55","0.3","0.92","-0.21","0.42","-0.83","GEOID99   ","0.47","0.47",
"CRMS0253-H01","0.3357882","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.63","0.34","1.04","-0.09","0.5","-0.79","GEOID99   ","0.62","0.62",
"CRMS0253-H01","0.3195527","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.72","0.4","1.08","-0.05","0.59","-0.73","GEOID99   ","0.51","0.51",
"CRMS0253-H01","0.2824346","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.7","0.24","0.99","-0.14","0.57","-0.89","GEOID99   ","0.55","0.55",
"CRMS0253-H01","0.3065998","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.44","0.27","0.91","-0.22","0.31","-0.86","GEOID99   ","0.5","0.5",
"CRMS0253-H01","0.3466363","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.6","0.48","1.07","-0.06","0.47","-0.65","GEOID99   ","0.53","0.53",
"CRMS0253-H01","0.3266714","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.64","0.18","0.95","-0.08","0.53","-0.767","GEOID12A  ","0.56","0.49",
"CRMS0253-H01","0.3266714","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.64","0.18","0.95","-0.08","0.53","-0.767","GEOID99   ","0.56","0.49",
"CRMS0253-H01","0.3090214","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.95","-0.27","0.33","-0.4","0.209","-1.007","GEOID12A  ","0.47","0.47",
"CRMS0253-H01","0.2741373","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.21","0","0.61","-0.13","0.471","-0.738","GEOID12A  ","0.48","0.48",
"CRMS0253-H01","0.3295935","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.43","0.2","0.83","0.09","0.696","-0.532","GEOID12A  ","0.47","0.47",
"CRMS0253-H01","0.3013034","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.33","0.07","0.73","-0.01","0.593","-0.671","GEOID12A  ","0.51","0.51",
"CRMS0253-H01","0.3346427","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.34","0.04","0.69","-0.04","0.601","-0.694","GEOID12A  ","0.5","0.5",
"CRMS0253-H01","0.3606846","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.46","0.18","0.84","0.1","0.723","-0.562","GEOID12A  ","0.53","0.53",
"CRMS0253-H01","0.3960372","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.5","0.08","0.82","0.08","0.766","-0.66","GEOID12A  ","0.6","0.6",
"CRMS0253-H01","0.4094392","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.5","0.02","0.78","0.04","0.767","-0.72","GEOID12A  ","0.58","0.58",
"CRMS0258-H01","0.3297558","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.75","0.38","1.14","0.07","0.68","-0.69","GEOID99   ","0.6","0.6",
"CRMS0258-H01","0.3277726","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.82","0.39","1.14","0.07","0.762","-0.69","GEOID99   ","0.55","0.56",
"CRMS0258-H01","0.3654001","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.85","0.24","1.09","0.05","0.802","-0.808","GEOID99   ","0.61","0.61",
"CRMS0258-H01","0.3470954","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.63","0.4","1.07","0.03","0.582","-0.648","GEOID99   ","0.53","0.53",
"CRMS0258-H01","0.3602406","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.72","0.61","1.19","0.14","0.672","-0.44","GEOID99   ","0.45","0.45",
"CRMS0258-H01","0.3675793","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.79","0.13","1.04","0.03","0.61","-0.64","GEOID12A  ","0.65","0.49",
"CRMS0258-H01","0.3675793","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.79","0.13","1.04","0.03","0.61","-0.64","GEOID99   ","0.65","0.49",
"CRMS0258-H01","0.372741","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.88","-0.39","0.28","-0.1","0.499","-0.771","GEOID12A  ","0.51","0.51",
"CRMS0258-H01","0.4016708","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.05","-0.36","0.39","0.01","0.668","-0.746","GEOID12A  ","0.57","0.57",
"CRMS0258-H01","0.3976706","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.31","0.01","0.69","0.31","0.929","-0.372","GEOID12A  ","0.51","0.51",
"CRMS0258-H01","0.409344","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.22","-0.14","0.58","0.2","0.837","-0.526","GEOID12A  ","0.56","0.56",
"CRMS0258-H01","0.4103797","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.16","-0.19","0.51","0.13","0.783","-0.575","GEOID12A  ","0.55","0.55",
"CRMS0258-H01","0.429942","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.39","-0.04","0.71","0.33","1.007","-0.42","GEOID12A  ","0.57","0.57",
"CRMS0258-H01","0.4553168","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.45","0","0.76","0.38","1.07","-0.38","GEOID12A  ","0.6","0.6",
