system:index,Accretion1,Accretion_,Average_Ac,Average_He,Average__1,Average__2,Basins,Bulk_Densi,Community,Delta_Ti_1,Delta_time,Distance_1,Distance_2,Distance_3,Distance_4,Distance_t,Dry_Soil_p,Dry_Volume,Flood_Dept,Fluvial_Do,Latitude,Latitude_1,Longitude,Longitude_,Mineral_Ma,OBJECTID,Observed_P,Organic_De,Organic_Ma,Organic__1,Organic__2,Organic__3,Simple_sit,Soil_Moist,Soil_Por_1,Soil_Porew,Soil_Salin,Staff_Gaug,Total_Mass,Total_Reco,Verified_P,Wet_Soil_p,Wet_Volume,Land_Lost_m2,Land_Gained_m2,marshType,.geo
0000000000000000006d,1.843673907,9.806628788,0.980662879,108.2,11,91.44,Terrebonne,0.28,Brackish,2.819178082,1029,59336.22471,4296.40704,58466.63138,215.0119612,37242.80745,5.24,115.735,59.192,0.62765718,29.29454419,29.29454419,-90.69487772,-90.69487772,2075.867182,110,334,0.062,669.9888788,24.4,0.244,24.4,CRMS0369,73.23,7.3,12610,3.725,1.29,2745.856061,387.22,334,5.85,324.29,84911.07447,3128.585876,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.69487973245967,29.303545288698917],[-90.69776205171291,29.303187102896736],[-90.70041488164445,29.302141064274252],[-90.7026270179873,29.30049045684207],[-90.70422236556342,29.298366694392794],[-90.70507395830283,29.295938852021177],[-90.70511405837047,29.293400200380148],[-90.70433953281655,29.290952816845074],[-90.70281208454232,29.288791499938057],[-90.70065332494407,29.287088267489352],[-90.69803508538067,29.285978671193813],[-90.69516574124525,29.28555101468478],[-90.69227363666508,29.285839330875255],[-90.68958892567265,29.286820675603067],[-90.6873252698778,29.288416952175258],[-90.68566284391513,29.290501122142302],[-90.68473399740617,29.292907309708315],[-90.68461271353601,29.29544399791405],[-90.68530870533097,29.297909268525828],[-90.68676662414401,29.300106874053604],[-90.68887044908043,29.301861862777663],[-90.69145271306425,29.303034511870692],[-90.69430783402673,29.3035314573651],[-90.69487973245967,29.303545288698917]]]}"
0000000000000000007c,0.142700846,21.94491051,2.194491051,89.25,16.04125,82.29,Terrebonne,0.22,Intermediate,2.208219178,806,23848.66565,147.5738279,42520.79952,353.0122152,23506.88894,5.705,91.27,0,0.985668938,29.30006172,29.30006172,-91.10534927,-91.10534927,3659.774671,125,563,0.0537,1168.105642,24.195,0.24195,24.195,CRMS0399,77.315,6.1,10770,2.4,0.9,4827.880313,667.45,563,7.1,324.29,11732.44879,782.1495361,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-91.1053508231658,29.30906057306648],[-91.10823329815975,29.30870238725732],[-91.11088627141912,29.307656348616078],[-91.11309852725724,29.306005741159208],[-91.11469396098161,29.303881978687023],[-91.11554559967148,29.301454136301437],[-91.1155857018478,29.298915484659716],[-91.11481113440945,29.296468101137453],[-91.11328360360585,29.294306784252758],[-91.11112472741006,29.292603551828908],[-91.10850634646039,29.29149395555301],[-91.10563684739418,29.29106629905227],[-91.10274458665562,29.291354615237104],[-91.10005973069131,29.292335959947113],[-91.0977959526393,29.293932236494868],[-91.09613343686239,29.29601640643849],[-91.09520454013706,29.298422593989404],[-91.09508324965877,29.300959282193052],[-91.0957792789963,29.303424552816438],[-91.09723727652886,29.305622158365868],[-91.09934121510385,29.30737714711489],[-91.101923618599,29.308549796228387],[-91.10477889383097,29.309046741732388],[-91.1053508231658,29.30906057306648]]]}"
0000000000000000007e,0,59.09198238,5.909198238,45.96,0,39.62,Terrebonne,0.09,Swamp,0.504109589,184,7403.34825,36328.67872,1259.978828,1259.97883,63970.6951,5.59,65.4,219.72,8.640778866,29.76712866,29.76712866,-91.13751798,-91.13751798,662.1256625,127,207,0.0804,4656.152751,87.55,0.8755,87.55,CRMS0403,89.92,0.3,686.5,0.2,1.4,5318.278414,0,207,5.88,324.29,0,0,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-91.13751870160137,29.77612940969717],[-91.14041452469132,29.775771223294214],[-91.14307978218207,29.774725183056926],[-91.14530227962935,29.77307457349994],[-91.14690509689038,29.770950809079043],[-91.14776067387923,29.768522965504296],[-91.14780095679887,29.765984313804026],[-91.14702279957226,29.763536931372013],[-91.14548819540758,29.7613756163861],[-91.14331932595142,29.759672386077032],[-91.14068882716441,29.758562791472084],[-91.13780604939144,29.758135135677126],[-91.13490040473057,29.758423451382367],[-91.13220312361388,29.759404794577037],[-91.12992886723184,29.761001069046504],[-91.12825865372656,29.76308523699732],[-91.12732545310426,29.765491423262766],[-91.12720359627458,29.768028111289453],[-91.1279028432947,29.770493382899698],[-91.12936758766703,29.772690990291895],[-91.1314812658947,29.77444598116451],[-91.1340756265167,29.775618632019643],[-91.13694412375271,29.77611557833971],[-91.13751870160137,29.77612940969717]]]}"
0000000000000000014b,0,18.04722505,1.804722505,101.8,25.5,88.39,Terrebonne,0.22,Swamp,2.084931507,761,17986.98207,27560.87202,9088.929867,3936.62599,56902.06541,5.34,87.805,199.496,3.163513767,29.62485333,29.62485333,-91.03639067,-91.03639067,2508.690613,332,340,0.07865,1461.698899,36.815,0.36815,36.815,CRMS5035,79.885,0.4,797,0.1,1.77,3970.389512,0,334,5.615,324.145,3898.363403,0,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-91.03639120070754,29.633852127568094],[-91.03928292429553,29.633493941346597],[-91.04194440902062,29.63244790159706],[-91.0441637610367,29.630797292681866],[-91.04576431064427,29.628673528856496],[-91.04661867808954,29.626245685645152],[-91.04665890549614,29.62370703396277],[-91.04588185077304,29.62125965119758],[-91.04434941899758,29.619098335631396],[-91.0421836186997,29.617395104676064],[-91.03955684157837,29.616285509560477],[-91.03667814200139,29.615857853549837],[-91.0337766078507,29.616146169401638],[-91.03108314278334,29.617127513059387],[-91.02881210453585,29.61872378816398],[-91.02714425517746,29.620807956723795],[-91.0262123763779,29.62321414338207],[-91.02609069348499,29.62575083146284],[-91.02678895227909,29.628216102771496],[-91.02825162454184,29.63041370960056],[-91.03036231150031,29.632168699824202],[-91.03295299981767,29.63334135014709],[-91.03581743627731,29.633838296217775],[-91.03639120070754,29.633852127568094]]]}"
73,0,18.63391528,1.863391528,97.35,40.5,88.39,Terrebonne,0.13,Saline,2.476712329,904,45131.10473,10188.20807,42102.17666,870.1693577,49739.30942,5.915,84.9,0,1.102107066,29.43252822,29.43252822,-90.35419004,-90.35419004,1196.064437,116,545,0.05955,1226.34455,50.625,0.50625,50.625,CRMS0386,86.18,10.9,18474.5,8.725,0.86,2422.408987,0,545,6.11,324.29,26395.40432,0,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.35418839559539,29.441528423753887],[-90.35707462432396,29.44117023777687],[-90.35973105213873,29.44012419868447],[-90.36194618810767,29.43847359063394],[-90.36354369821846,29.436349827610897],[-90.36439644442892,29.43392198488916],[-90.36443659743107,29.43138333323088],[-90.36366102047548,29.42893595001681],[-90.3621315005104,29.426774633668863],[-90.3599698140247,29.425071401842814],[-90.357348025316,29.423961806039266],[-90.35447479203361,29.423534149738035],[-90.35157876749037,29.423822465787303],[-90.34889041734458,29.42480381006895],[-90.34662369259237,29.42640008602922],[-90.34495901207057,29.42848425540952],[-90.34402890500755,29.430890442597054],[-90.34390745525819,29.43342713075068],[-90.34460438946547,29.435892401653025],[-90.34606428433322,29.43809000772337],[-90.3481709618793,29.439844997072687],[-90.35075672794176,29.441017646678503],[-90.35361572144886,29.44151459241319],[-90.35418839559539,29.441528423753887]]]}"
74,2.75563446,13.47530458,1.347530458,102.96,19.125,85.3,Terrebonne,0.11,Saline,1.57260274,574,43988.16287,8014.39549,43721.3207,2124.985164,46971.86948,5.935,75.815,0,1.067829762,29.41084797,29.41084797,-90.32197366,-90.32197366,782.0527767,117,447,0.05375,700.2307273,47.24,0.4724,47.24,CRMS0387,86.785,12.5,20930,9.075,0.85,1482.283504,737.99375,447,6.93,324.29,29710.1052,6250.01239,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.32197584312215,29.419848786469196],[-90.32486145579107,29.419490600519687],[-90.3275173166472,29.418444561501193],[-90.32973197993151,29.41679395354793],[-90.33132914926746,29.414670190615148],[-90.33218171371246,29.412242347948478],[-90.33222185837295,29.409703696292908],[-90.33144644709837,29.407256313028345],[-90.32991725359274,29.40509499659246],[-90.32775602832947,29.40339176466847],[-90.32513479889943,29.402282168787526],[-90.3222621784736,29.40185451245362],[-90.31936677164295,29.402142828525093],[-90.3166789949594,29.403124172876915],[-90.31441275381717,29.404720448933446],[-90.31274842857144,29.406804618406035],[-90.31181852014791,29.409210805653103],[-90.31169709653784,29.411747493814925],[-90.31239388223854,29.414212764671568],[-90.31385346571716,29.416410370656568],[-90.31595969374561,29.418165359907526],[-90.31854490794642,29.41933800943269],[-90.32140329121344,29.419834955129584],[-90.32197584312215,29.419848786469196]]]}"
0000000000000000007f,2.829772349,10.0152439,1.00152439,105.7,15.75,88.39,Terrebonne,0.14,Brackish,1.928767123,704,53292.10725,9319.871031,42806.37724,3894.533818,56251.76712,4.67,57.385,0,1.055536552,29.47617204,29.47617204,-90.48029237,-90.48029237,605.2312043,128,461,0.07045,796.9029421,56.835,0.56835,56.835,CRMS0416,84.93,8,13930,6.65,1.01,1402.134146,610.445,461,5.035,324.29,30303.87089,0,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.48029147437468,29.48517113001175],[-90.48317894532899,29.484812943979342],[-90.48583651636203,29.483766904738037],[-90.48805260545473,29.48211629649158],[-90.48965080270581,29.479992533286744],[-90.49050391542924,29.477564690454063],[-90.49054408525166,29.475026038790325],[-90.48976817421617,29.472578655677964],[-90.48823799597662,29.470417339507158],[-90.48607537947956,29.468714107878405],[-90.48345246303838,29.467604512230746],[-90.48057799398863,29.467176855995355],[-90.47768072388628,29.467465171999876],[-90.4749912174081,29.46844651614016],[-90.4727235175021,29.47004279190654],[-90.47105812059985,29.472126961100926],[-90.47012761299924,29.47453314816853],[-90.47000611054263,29.477069836305652],[-90.47070334419953,29.479535107300062],[-90.47216386695405,29.481732713542332],[-90.47427145090984,29.48348770308975],[-90.47685832974892,29.48466035285806],[-90.47971855374713,29.485157298668877],[-90.48029147437468,29.48517113001175]]]}"
131,1.426833882,10.82833333,1.082833333,103.38,21.01125,94.48,Terrebonne,0.14,Freshwater,2.942465753,1074,27315.76546,5297.10945,34776.92267,3540.657106,35214.87313,5.735,76.16,87.752,1.289177606,29.38043463,29.38043463,-91.00971378,-91.00971378,857.8855367,306,214,0.05975,658.08113,43.41,0.4341,43.41,CRMS4045,86.2,2.5,4648.5,1.1,0.99,1515.966667,590.655,214,6.175,324.29,76319.15149,0,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-91.00971574726616,29.38943260657422],[-91.01260049675261,29.389074420663267],[-91.01525556322339,29.388028381748434],[-91.01746956421294,29.386377773931564],[-91.01906625607754,29.384254011125325],[-91.01991856584475,29.381826168535888],[-91.01995869881759,29.379287516884126],[-91.01918351968445,29.376840133548757],[-91.01765478359245,29.374678816989555],[-91.01549420456382,29.372975584928223],[-91.01287375875829,29.371865988938765],[-91.01000199702682,29.371438332559016],[-91.00710745569451,29.37172664866164],[-91.00442048250858,29.37270799311188],[-91.00215491896897,29.374304269303373],[-91.00049109151281,29.376388438905387],[-90.99956146141,29.378794626235937],[-90.99944007442468,29.381331314409255],[-91.00013665204776,29.383796585201804],[-91.00159579922838,29.38599419106713],[-91.00370139742218,29.387749180180176],[-91.00628583839058,29.38892182959223],[-91.00914336662915,29.38941877523612],[-91.00971574726616,29.38943260657422]]]}"
0000000000000000005c,0,16.99502519,1.699502519,106.81,0,82.29,Terrebonne,0.07,Intermediate,1.032876712,377,43953.07524,15421.12235,35498.27156,3850.608868,58128.32279,6.05,43.25,2.616,1.322508663,29.50531384,29.50531384,-90.3847825,-90.3847825,202.4787301,93,354,0.0606,987.1730331,82.98,0.8298,82.98,CRMS0312,92.315,3.8,6955,2.85,1.17,1189.651763,0,377,5.825,324.29,584.7058086,0,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.3847850069224,29.514312279573794],[-90.38767330886577,29.513954093504363],[-90.3903316446567,29.51290805416356],[-90.39254837134328,29.511257445786192],[-90.39414702825816,29.50913368245988],[-90.39500038616123,29.506705839553064],[-90.39504056723572,29.504167187885674],[-90.39426443271698,29.501719804841283],[-90.39273381412357,29.499558488788843],[-90.39057057549368,29.49785525729192],[-90.3879469046537,29.496745661748424],[-90.38507160893498,29.496318005557026],[-90.38217350561345,29.496606321531655],[-90.37948322560452,29.49758766557747],[-90.37721487336759,29.499183941214294],[-90.37554899724135,29.50126811028446],[-90.37461822170049,29.50367429727193],[-90.37449668398538,29.506210985398017],[-90.37519411795977,29.508676256453946],[-90.37665506074036,29.510873862811085],[-90.3787632510406,29.512628852490895],[-90.38135087427356,29.513801502367773],[-90.38421192141097,29.514298448229464],[-90.3847850069224,29.514312279573794]]]}"
0000000000000000006b,2.33729464,16.6064728,1.66064728,100.4,14.5,90,Terrebonne,0.16,Intermediate,2.917808219,1065,29554.57957,1104.736997,40122.41096,885.2227393,29865.73831,5.05,96.14,0,1.010528275,29.33081469,29.33081469,-91.00951405,-91.00951405,1730.660169,108,427.5,0.05625,926.3754784,34.865,0.34865,34.865,CRMS0354,80.645,2.5,4690,4.275,0.82,2657.035647,758.0475,491,5.47,324.29,12510.09912,2345.744568,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-91.0095150668676,29.33981454766561],[-91.01239841109137,29.339456361817522],[-91.01505218430141,29.338410323071642],[-91.01726510707404,29.33675971547709],[-91.0188610216146,29.334635952877143],[-91.01971291676617,29.33220811041359],[-91.01975303071174,29.329669458768027],[-91.01897822950542,29.32722207531724],[-91.01745023808363,29.32506075855704],[-91.01529071112599,29.323357526271835],[-91.01267154106228,29.32224793010549],[-91.00980117728636,29.321820273651028],[-91.00690804498646,29.32210858980442],[-91.00422237989578,29.323089934415073],[-91.00195791949425,29.324686210826574],[-91.00029490244036,29.326770380639545],[-90.99936572544429,29.32917656810618],[-90.99924439808439,29.33171325629823],[-90.99994063695698,29.334178526986303],[-91.00139907384388,29.33637613265656],[-91.00350364666589,29.338131121544798],[-91.00608682881055,29.339303770772485],[-91.0089429650612,29.33980071632999],[-91.0095150668676,29.33981454766561]]]}"
0000000000000000007d,3.608759627,19.05967775,1.905967775,126.19,23.9275,97.53,Terrebonne,0.1,Intermediate,2.008219178,733,52420.81918,9445.007918,42874.43667,4124.474899,58200.97922,4.725,35,0,1.110264588,29.49032337,29.49032337,-90.50834968,-90.50834968,852.4440876,126,509,0.0581,1053.523688,55.275,0.55275,55.275,CRMS0400,88.13,8.3,14307,5.075,1.22,1905.967775,1085.8375,509,4.835,324.29,17071.30538,0,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.50835213371246,29.49932139823127],[-90.51124000802281,29.498963212180882],[-90.51389795026375,29.497917172891274],[-90.51611434883988,29.49626656458126],[-90.5177127692084,29.49414280131744],[-90.51856600094023,29.491714958448767],[-90.51860617622431,29.48917630678326],[-90.51783015671167,29.486728923703897],[-90.51629976472756,29.484567607590556],[-90.51413684625177,29.48286437602581],[-90.51151356363094,29.48175478042872],[-90.50863869332211,29.48132712421469],[-90.50574101878126,29.4816154402047],[-90.50305113683692,29.482596784299112],[-90.50078312029424,29.484193060002596],[-90.49911749078016,29.486277229136665],[-90.4981868531233,29.488683416165376],[-90.49806533355247,29.491220104297142],[-90.498762664442,29.493685375321412],[-90.5002233910741,29.49588298161945],[-90.50233126934506,29.497637971231153],[-90.5049185095075,29.498810621052165],[-90.50777913305149,29.499307566887683],[-90.50835213371246,29.49932139823127]]]}"
118,5.002957547,11.46973796,1.146973796,111.25,14,88.39,Terrebonne,0.105,Intermediate,1.97260274,720,49569.6918,13089.71018,38844.02797,3154.450981,58170.42412,5.49,64.56,113.54,1.173507884,29.49836648,29.49836648,-90.44401415,-90.44401415,555.8550432,281,206.5,0.0596,648.4674423,53.845,0.53845,53.845,CRMS2825,89.175,7.3,12735,2.35,1.05,1204.322486,638.41125,207,6.49,324.29,0,0,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.44401475795786,29.507364441343658],[-90.44690286166542,29.507006255283063],[-90.44956101502024,29.505960215965988],[-90.45177758960621,29.50430960761983],[-90.45337613686641,29.502185844322486],[-90.45422943628087,29.499758001433356],[-90.45426961467113,29.497219349766837],[-90.4534935334652,29.49477196670624],[-90.45196301992,29.49261065062557],[-90.44979992970245,29.49090741909721],[-90.44717643882738,29.489797823528864],[-90.44430134031391,29.489370167326978],[-90.44140343576022,29.489658483308737],[-90.4387133402802,29.490639827377084],[-90.43644514365948,29.492236103044803],[-90.43477938185407,29.494320272144588],[-90.43384867023144,29.496726459151173],[-90.43372714092739,29.499263147279894],[-90.43442452711521,29.501728418321154],[-90.43588536969686,29.503926024650895],[-90.43799341535116,29.505681014299135],[-90.44058086100596,29.506853664150118],[-90.44344171178014,29.507350609999673],[-90.44401475795786,29.507364441343658]]]}"
0000000000000000007a,0,15.68588611,1.568588611,115.33,22.45,91.44,Terrebonne,0.12,Saline,2.082191781,760,43988.05787,8139.042876,49433.13039,1854.905486,39933.90975,5.355,71.765,0,0.907835255,29.35265641,29.35265641,-90.26059729,-90.26059729,995.1753586,123,452,0.05625,887.1309751,47.13,0.4713,47.13,CRMS0397,86,14,23215.5,8.9,0.94,1882.306334,0,452,6.125,324.29,219689.5524,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.26059616861049,29.361656288791174],[-90.26348013099204,29.36129810291542],[-90.26613447309158,29.360252064095185],[-90.26834787015858,29.35860145640279],[-90.26994412663439,29.356477693712066],[-90.27079620417025,29.354049851193114],[-90.27083632648565,29.35151119954482],[-90.27006135903393,29.34906381614483],[-90.26853304004088,29.34690249947308],[-90.26637305029016,29.345199267286397],[-90.26375331904335,29.344089671197903],[-90.26088234032403,29.343662014776314],[-90.25798858820815,29.34395033090737],[-90.25530234770251,29.344931675447427],[-90.25303740204411,29.34652795176211],[-90.25137402850423,29.34861212148224],[-90.25044465219206,29.351018308888992],[-90.25032329860365,29.353554997072795],[-90.25101968648836,29.356020267806844],[-90.25247843582471,29.358217873562946],[-90.25458345969516,29.359972862550116],[-90.25716719558089,29.361145511858947],[-90.26002394414992,29.36164245745446],[-90.26059616861049,29.361656288791174]]]}"
000000000000000000fa,2.369914247,19.9841629,1.99841629,101.465,43.25,85.34,Terrebonne,0.135,Saline,2.126027397,776,48455.2065,4352.709078,52885.41299,1299.302919,37031.31073,5.4,63.35,0,0.764238013,29.32355796,29.32355796,-90.29246015,-90.29246015,1511.47718,251,462,0.05675,1186.384811,43.975,0.43975,43.975,CRMS0978,84.995,16.2,26440,10,0.95,2697.861991,1485.8875,462,6.44,324.29,86265.24408,781.9371338,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.29245979465402,29.332558643116855],[-90.2953429336749,29.33220045727795],[-90.2979965180371,29.331154418556768],[-90.30020928336356,29.329503810994705],[-90.30180508439574,29.327380048424917],[-90.30265691900324,29.32495220597976],[-90.30269703017039,29.3224135543351],[-90.3019222841507,29.319966170867453],[-90.30039440146906,29.317804854077867],[-90.29823502813963,29.316101621759948],[-90.29561604436553,29.31499202556775],[-90.29274588472543,29.31456436910236],[-90.28985295817886,29.314852685263173],[-90.2871674841022,29.31583402989727],[-90.2849031847859,29.31743030634093],[-90.28324028607068,29.319514476184736],[-90.28231117523936,29.321920663671253],[-90.28218985658623,29.32445735186604],[-90.28288604599297,29.326922622538852],[-90.28434437915955,29.32912022818059],[-90.28644880225208,29.33087521703598],[-90.28903180057753,29.332047866236717],[-90.29188773356374,29.332544811781595],[-90.29245979465402,29.332558643116855]]]}"
72,0,7.201006322,0.720100632,134.17,5.125,106.68,Terrebonne,0.14,Brackish,1.457534247,532,63435.64292,3171.101367,51482.67227,3171.101382,50374.57226,5.34,107,0,0.794105174,29.40906742,29.40906742,-90.60360419,-90.60360419,506.84283,115,334,0.07615,501.2980551,49.725,0.49725,49.725,CRMS0385,83.295,6.1,10840,3.7,0.22,1008.140885,0,334,6.885,324.29,13281.75995,4687.557007,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.60360534068117,29.41806796532978],[-90.60649090277542,29.417709779382527],[-90.60914671708778,29.416663740370105],[-90.6113613415676,29.41501313242483],[-90.61295848292805,29.412889369499453],[-90.61381103245122,29.410461526837313],[-90.61385117642695,29.40792287518197],[-90.61307577875374,29.405475491913254],[-90.6115466120484,29.403314175470143],[-90.60938542464864,29.401610943538113],[-90.6067642411319,29.400501347650817],[-90.60389167101776,29.40007369131422],[-90.6009963148975,29.40036200738752],[-90.59830858529163,29.40134335174511],[-90.59604238385079,29.402939627809538],[-90.59437808777102,29.405023797289715],[-90.59344819565456,29.407429984541672],[-90.59332677419036,29.409966672704172],[-90.59402354769959,29.412431943557056],[-90.59548310561509,29.414629549535054],[-90.59758929674094,29.416384538777926],[-90.60017446563734,29.417557188296474],[-90.60303279880745,29.418054133990253],[-90.60360534068117,29.41806796532978]]]}"
75,0,23.18425926,2.318425926,79.98,39.75875,67.1,Terrebonne,0.1,Brackish,2.498630137,912,56493.43363,10487.60512,45572.24283,3159.53083,55519.48873,6.58,101.87,0,0.982760034,29.46514055,29.46514055,-90.66263679,-90.66263679,887.0297593,118,594.5,0.0643,1431.396167,61.74,0.6174,61.74,CRMS0390,87.67,7.2,12614,7.5,1.07,2318.425926,0,595,7.06,324.29,440506.1485,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.66263430793974,29.47413967735243],[-90.66552146464072,29.473781491334023],[-90.66817874646694,29.47273545213036],[-90.67039459444217,29.471084843933454],[-90.67199261786321,29.46896108077458],[-90.67284563786764,29.46653323796996],[-90.6728858034349,29.463994586307596],[-90.67210997691359,29.461547203169516],[-90.67057996520171,29.45938588695392],[-90.66841758397524,29.457682655275285],[-90.66579495282338,29.456573059588198],[-90.66292079639318,29.45614540333617],[-90.66002384138746,29.456433719352],[-90.65733462743368,29.457415063528025],[-90.65506717421823,29.45901133934343],[-90.65340195854307,29.461095508584826],[-90.65247155226885,29.46350169568276],[-90.65235006314589,29.46603838382406],[-90.65304722104919,29.46850365479518],[-90.6545075849634,29.470701260993987],[-90.65661493961925,29.47245625049131],[-90.65920153695252,29.473628900218536],[-90.66206144966598,29.474125846010104],[-90.66263430793974,29.47413967735243]]]}"
79,12.85714286,22.3183242,2.23183242,100.7,12.7875,91.44,Terrebonne,0.175,Brackish,0.994520548,363,40079.28346,1261.740345,43217.22563,1261.740325,34296.4976,5.075,79.495,0,0.855716336,29.34277516,29.34277516,-90.8855047,-90.8855047,2653.537156,122,452.5,0.0555,1252.169579,32.06,0.3206,32.06,CRMS0396,80.23,5.9,10358,5.15,0.98,3905.706736,198.23375,453,5.315,324.29,34425.93947,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.88550526977554,29.351772440635123],[-90.88838895234292,29.35141425477189],[-90.89104303692997,29.35036821598531],[-90.89325621930375,29.34871760833719],[-90.89485232099979,29.34659384568755],[-90.8957043159779,29.344166003193674],[-90.89574443450462,29.341627351546624],[-90.89496954230523,29.339179968123638],[-90.89344137158999,29.337018651411864],[-90.89128159132635,29.335315419180592],[-90.88866211410364,29.334205823056855],[-90.88579141374348,29.333778166620395],[-90.88289794219239,29.334066482761553],[-90.88021196215303,29.335047827333565],[-90.8779472361501,29.336644103692056],[-90.87628402397654,29.338728273454215],[-90.87535473788641,29.34113446088806],[-90.87523339617054,29.3436711490756],[-90.8759297166037,29.346136419788845],[-90.87738832450727,29.34833402550609],[-90.87949314420692,29.350089014448486],[-90.88207662943725,29.351261663720585],[-90.88493310083537,29.35175860929891],[-90.88550526977554,29.351772440635123]]]}"
76,4.041965618,35.32177198,3.532177198,107.595,29.8875,91.44,Terrebonne,0.11,Intermediate,2.397260274,875,56305.00288,9558.613174,46825.88775,1892.034069,54249.69146,5.98,64.37,0,0.963496824,29.45421061,29.45421061,-90.66701044,-90.66701044,1172.029377,119,532,0.07165,2713.365541,69.835,0.69835,69.835,CRMS0392,87.085,8.2,13980,4.55,1.16,3885.394918,931.68,532,6.365,324.29,762560.7148,1561.919189,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.66700906938381,29.463209263256246],[-90.66989591488274,29.462851077251717],[-90.67255291031024,29.461805038085355],[-90.67476851950917,29.460154429937514],[-90.67636637078803,29.458030666824182],[-90.67721929897371,29.455602824047343],[-90.67725946032715,29.453064172386348],[-90.67648371749945,29.4506167892228],[-90.6749538706983,29.44845547296283],[-90.67279172245803,29.44675224123477],[-90.6701693738254,29.44564264550865],[-90.6672955269793,29.445214989240117],[-90.66439888401072,29.445503305267163],[-90.66170995974102,29.446484649478588],[-90.65944275082083,29.448080925342566],[-90.65777771461309,29.45016509463053],[-90.65684740868144,29.4525712817585],[-90.65672593276268,29.45510796990393],[-90.65742301564794,29.457573240851996],[-90.65888322226411,29.459770847007736],[-90.66099034984646,29.461525836455444],[-90.66357666840723,29.462698486141964],[-90.6664362728584,29.463195431914464],[-90.66700906938381,29.463209263256246]]]}"
77,10.42293269,21.4038835,2.14038835,99.85,12.08,91.44,Terrebonne,0.16,Intermediate,0.990410959,361.5,42421.01664,4783.56321,43245.29734,1635.907476,37022.63563,5.54,57.345,0,0.872742771,29.35906865,29.35906865,-90.85437401,-90.85437401,1982.855767,120,506,0.071,1441.765592,42.1,0.421,42.1,CRMS0394,82.53,4.1,7511,3.65,1,3424.621359,189.83875,505,5.37,324.29,95368.10767,1563.388306,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.85437219628612,29.368069556249147],[-90.85725634030382,29.367711370365264],[-90.85991084956277,29.366665331523194],[-90.86212438599385,29.365014723802062],[-90.86372074294209,29.36289096108468],[-90.86457287406877,29.36046311854945],[-90.86461299884353,29.357924466900354],[-90.86383798254317,29.355477083515286],[-90.86230956729834,29.35331576686952],[-90.86014944156301,29.351612534711773],[-90.85752954542117,29.35050293864613],[-90.85465838601019,29.350075282234208],[-90.8517644517709,29.350363598358697],[-90.84907804218844,29.351344942878015],[-90.84681295394478,29.352941219164265],[-90.84514947565698,29.355025388857133],[-90.84422004077885,29.357431576246295],[-90.84409867948358,29.35996826442768],[-90.84479511115323,29.362433535175228],[-90.84625395229806,29.364631140956543],[-90.84835910870213,29.366386129972778],[-90.85094300729617,29.367558779305423],[-90.85379993578552,29.36805572491211],[-90.85437219628612,29.368069556249147]]]}"
